Time,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9
2022/5/30 0:30,5365353,3122246.933,2409862.333,83157288.5,19506852.3,23985429.17,5146415.367,102389781.7,223274644.8,715720.25
2022/5/30 0:31,5189326.217,3093690.133,2385035.367,81527017.02,19340865.9,23726226.45,5140755.5,99902180,222139493.6,714218.75
2022/5/30 0:32,4910983.233,2991600.8,2373543.867,81713247,19208486.6,23651566.67,5088288.233,100448576.7,223064713.1,706826.75
2022/5/30 0:33,4014972.733,3053654.8,2364256.667,81329545,19075772.5,23515458.33,5034648.133,100139375,214136915,700530.25
2022/5/30 0:34,3842232.333,2954168.267,2349832.367,80688899.5,19008130.5,23399783.33,5088030.967,99046896.67,213698015,698813.5
2022/5/30 0:35,4082342.6,2914689.817,2331613.6,80096016,18878717.9,23233925,5017524.767,98864313.33,209525623.3,693061.25
2022/5/30 0:36,3884731.2,2894504.583,2313114.4,79510013,18759312.1,23052383.33,4968795.433,98072193.33,211669822,677075
2022/5/30 0:37,3818551.333,2874763.867,2308817.033,79005382.5,18659836.2,22942337.5,4965670.4,97364015,215271954.9,684866
2022/5/30 0:38,3845957.033,2858934.3,2296524.967,78337039,18563897.4,22834016.67,4949439.9,96603978.33,213286639.2,644135.1
2022/5/30 0:39,3846036.367,2830473.3,2282189.967,77135811.5,18401246.6,22669662.5,4880091.4,94802388.33,207024889.3,651292.1
2022/5/30 0:40,5478882.967,2793393.45,2269874.4,76568464.5,18325550.8,22501954.17,4831082.1,94009510,207241571.3,629539.35
2022/5/30 0:41,6858614.583,2761758.183,2253261.467,75971065.5,18185709.8,22360679.17,4822546.9,93556353.33,209631983.2,624097.65
2022/5/30 0:42,7464394,2742121.883,2245168.067,76202082,18090518.1,22211529.17,4766364.4,94517733.33,210216645.6,620766.3
2022/5/30 0:43,6786556.117,2717718.217,2234300.1,76261229,17967404.7,22094166.67,4754469.6,94936776.67,207202868.3,615403.8
2022/5/30 0:44,7099978.317,2623799.9,2219476.3,75894362.5,17876205.8,21957545.83,4719768.867,94551951.67,206410079.2,610148.55
2022/5/30 0:45,8513769.717,2666476.483,2213606,75126073,17782344,21837854.17,4713934.967,93515858.33,205278548.5,609048
2022/5/30 0:46,6758664.5,2568706.9,2194987.733,74357607.5,17640515.9,21659983.33,4614100.367,92879441.67,204336200.1,590597.7
2022/5/30 0:47,5863943.167,2553284.7,2186863,73676988,17533122.6,21505908.33,4566642.233,92150485,204276338.9,595504.8
2022/5/30 0:48,5372734.967,2538143.8,2177707.4,73266385.5,17428801.4,21436400,4582055.533,91358878.33,202100378.4,575667.2
2022/5/30 0:49,5065074.35,2513389.4,2164669.6,72295608,17334248.3,21310479.17,4548224.967,89592591.67,200692174.8,572971.2
2022/5/30 0:50,4741912,2425696.3,2154135.333,71712437.5,17261550.2,21144616.67,4469297.067,89105741.67,199280002.7,555694.4
2022/5/30 0:51,4298393.05,2461708.5,2135951.033,71095365,17095886.2,20976595.83,4405827.867,88630616.67,194272441.3,564940.8
2022/5/30 0:52,3982797.117,2384398.467,2133966.067,70699464,17018318,20895825,4463357.233,88074910,188904696.1,544891.65
2022/5/30 0:53,3287620.933,2353437.667,2120799.8,70015951.5,16877342.4,20737616.67,4362652.467,87480155,189906342.7,535215
2022/5/30 0:54,3043030.317,2334467.417,2110154.3,69863288,16800657.7,20582487.5,4304358.867,87163043.33,191900760,532528.85
2022/5/30 0:55,3201532.367,2313948,2097522.267,69107621,16684807.6,20436237.5,4260214.933,86431695,191161503.8,530754.1
2022/5/30 0:56,3696130.083,2239095.083,2086246.967,68617257.5,16587635,20325283.33,4278730.567,85807750,190100278.2,530651.8
2022/5/30 0:57,3360851.55,2285271.517,2077656.933,68324679.5,16549892.5,20224479.17,4301816.467,85479870,191012753.9,525868.5
2022/5/30 0:58,3105731.417,2190318.4,2073732.433,67983874.58,16410135.2,20076925,4168128.6,85662861.67,186165776,519921.15
2022/5/30 0:59,3073766.033,2178986,2060046.033,67467618.75,16336128.9,19999133.33,4222714.533,84781538.33,185106136.2,519191.1
2022/5/30 1:00,5097101.217,2144633.467,2052911.433,68124787.5,16344244.7,19899870.83,4130976.267,85796433.33,188451238.1,518840.8
2022/5/30 1:01,5864143.483,2173267.867,2039301.8,67388838,16180167.9,19721525,4083813.233,84853031.67,188682782.6,502688.25
2022/5/30 1:02,6891591.467,2136450.6,2029507,66806971,16083968.7,19588650,4089995.2,84075576.67,188514240,511887.5
2022/5/30 1:03,6436928.167,2115379.8,2022131.133,68044537,16168694.8,19612687.5,4100762.567,84199803.33,187949804,495376.7
2022/5/30 1:04,6529424.883,2095540.2,2011365,66099880,15886973,19347208.33,4020926.667,83171001.67,187638882.1,475681.5
2022/5/30 1:05,7476151.2,2081586.6,2002699.767,62731066.07,15828590.7,14737795.4,2716826.8,82266531.67,190145068,466272.15
2022/5/30 1:06,6246502.383,2064409.2,1985728.067,64695250.9,15696871.7,18969948.8,3980503.45,81834515,184868491.8,452114.35
2022/5/30 1:07,5142033.633,2047947.3,1978982,61172109.65,15587051.1,13423355.5,2551483.9,81720076.67,184799643.7,447033.55
2022/5/30 1:08,4635988.117,2033572.5,1973033.367,60671024.83,15513348.6,12813271.17,2391890.667,82251283.33,182830766.8,441101.6
2022/5/30 1:09,4498604.6,2029395.6,1961935.1,60555224.33,15421938.9,12736856.17,2390710,82418980,181827380.5,432229.05
2022/5/30 1:10,4112572.567,2016732.6,1950203.9,60105626.17,15379809.9,12648453.33,2381656.667,81709588.33,181371201.4,437327.25
2022/5/30 1:11,3747787.983,1980447.3,1941032.633,58894585.33,15245620.2,12546323,2332451.333,79334780,181296129.9,434012.55
2022/5/30 1:12,3369520.7,1978611.3,1936694.533,59395948.33,15146398.5,12481652.17,2303672,81160123.33,181464907.7,428686.7
2022/5/30 1:13,3062730.767,1928536,1930753.733,60432237,14682365.7,12418157.17,2306154.667,83998635,178358390.2,423188.3
2022/5/30 1:14,2988528.317,1911040,1919113.4,60322259.33,14984950.5,12365975.67,2288916,84022983.33,180288278.7,407735.65
2022/5/30 1:15,3510549.583,1887066.667,1916204.1,59110391.83,14519295.1,12254897.67,2260108.667,81881356.67,192370602.5,416032.55
2022/5/30 1:16,3785883.85,1866845.333,1900247.6,58268943.33,14421229.3,12171461.67,2241516.667,80300103.33,192148836.8,396476.8333
2022/5/30 1:17,3815562.45,1858282.667,1895970.6,59031243.67,14346756.85,12130010,2274603.333,82315601.67,190767539.2,403479.4167
2022/5/30 1:18,3268473.833,1844312,1889559.8,57512347,14261321.83,12048458.17,2228590,79303910,184760533.8,392833.4667
2022/5/30 1:19,3077205.133,1828962.667,1879110.133,57622898.17,14197643.02,11969745.33,2210614,79964010,184209245.7,384631.9333
2022/5/30 1:20,4614106,1799165.333,1870991.667,56999891.17,14118298.65,11885436.67,2168520.667,79070028.33,177699449.3,382586.0333
2022/5/30 1:21,5511546.483,1777736,1859064.633,56480512,14037102.05,11830370.83,2176612.667,78188425,185179144.5,379438.6
2022/5/30 1:22,6391228.2,1767506.667,1857607.633,56300086.83,13955621.88,11751550.33,2144025.333,78218210,185453851.5,377963.9667
2022/5/30 1:23,5684054.833,1749272,1850839.633,56901631.5,13883924.77,11683760,2116482.667,79677861.67,183813613.6,375207.4
2022/5/30 1:24,6301159.083,1727968,1840184.733,54269462.83,13775638.5,11618338.33,2131038,74524940,182038135.6,368617.3333
2022/5/30 1:25,7333529.7,1718634.667,1830357.033,54619731.83,13522528.1,11552783.5,2117098.667,75712081.67,181294073,369851.4333
2022/5/30 1:26,5835440.683,1699656,1821331.467,54881692.17,13648235.62,11463646.83,2098301.333,76341393.33,166864366.4,371073.2333
2022/5/30 1:27,4819317.533,1693469.333,1818312.5,54151218.5,13409256.95,11406048,2089752,75072071.67,168851594.1,369608.1667
2022/5/30 1:28,4536519.983,1682186.667,1813427.633,53548619.83,13279072.93,11366664.67,2092519.333,74172723.33,179853590.4,357410.6667
2022/5/30 1:29,4204527.833,1661781.333,1803118.967,53333619.33,13186364.6,11276046.17,2062088,74070255,177868012.9,360353.1
2022/5/30 1:30,4358716.133,1638978.667,1799379.333,53540094.83,13161592.93,11205960.83,2020760,74719376.67,176790433.3,353802.6667
2022/5/30 1:31,4338335.4,1628173.333,1789810.133,51591899.83,13078084.23,11150467.17,2032842,70631493.33,175169532.4,352284
2022/5/30 1:32,4210872.517,1626597.333,1784455.267,51095233.33,13025274.6,11095698.83,2039207.333,69682900,176050462.4,350792
2022/5/30 1:33,3325304.267,1611448,1781386.167,50788731.17,12925208.93,11016869.83,2001426,69480098.33,161900683.1,344513.3333
2022/5/30 1:34,3026578.567,1595365.333,1771921.933,50698443.67,12869723.37,10945107.17,1987426,69153676.67,160891923.6,343362.6667
2022/5/30 1:35,3355591.75,1581106.667,1763121.967,49718766.17,12821233.2,10901156.5,2013144,67915855,159622253,342328
2022/5/30 1:36,3304511,1568037.333,1753551.2,49479725.17,12735090.1,10813144.67,1950895.333,67636158.33,158619282.9,339745.3333
2022/5/30 1:37,3271676.917,1554840,1750778.2,49190381.5,12669814.53,10740455.5,1935668,67333116.67,156902409,336101.3333
2022/5/30 1:38,3155336.567,1552936,1745540.833,48963911,12604553.8,10698142.5,1942565.333,66913373.33,155391141.1,336412
2022/5/30 1:39,3290685.183,1539082.667,1738603.633,48602037.67,12554710.83,10653279.5,1953793.333,66454208.33,151892162.4,334906.6667
2022/5/30 1:40,4595946.6,1521224,1730239.2,48266157.83,12492820.23,10562391.83,1905185.333,66242715,153054290.5,332470.6667
2022/5/30 1:41,5639005.4,1507176,1722855.5,47865617.17,12400292.87,10487795.83,1891563.333,65716490,154070502.1,332037.3333
2022/5/30 1:42,6361843.133,1498834.667,1722612.667,47688953.33,12366558.9,10471354,1915279.333,65412293.33,153905803.2,329186.6667
2022/5/30 1:43,5954305.817,1472890.667,1717155.967,47262460.5,12268934.8,10391462.5,1871506,65000553.33,152822584.8,325173.3333
2022/5/30 1:44,6235998.65,1470157.333,1710187.433,47286867.83,12234654.97,10316883.5,1862350,64763020,152276538.6,323298.6667
2022/5/30 1:45,7810850.6,1457541.333,1706134.467,46756990,12159862.33,10257003.83,1855205.333,64365805,151317076.7,322154.6667
2022/5/30 1:46,6127811.783,1451442.667,1695075.367,46554296.5,12130548.7,10226684.33,1885636.667,63961916.67,151276717.6,321301.3333
2022/5/30 1:47,5582303.883,1446186.667,1692136.3,46071580,12039914.07,10150572.5,1841448,63488098.33,150256872.3,317621.3333
2022/5/30 1:48,4902151.45,1436221.333,1691124.233,46036255.5,12016059.1,10111566,1836366,63430500,150768870,317725.3333
2022/5/30 1:49,4480911.283,1428357.333,1680281.333,45768472.33,11978251.9,10065357.17,1855779.333,62844600,149201938.9,316209.3333
2022/5/30 1:50,4019504.65,1417522.667,1672596.833,45671421.67,11948763.23,10008548.83,1818208,62872133.33,149229224.5,315230.6667
2022/5/30 1:51,3763148.9,1392000,1665280.5,45123067.83,11826272.53,9930093.833,1776604.667,62226360,147918474.9,311534.6667
2022/5/30 1:52,3660604.617,1388192,1663778.067,44812752.67,11784676.9,9876617.5,1768783.333,61845583.33,147919438.1,310766.6667
2022/5/30 1:53,3130233.517,1379234.667,1661034.833,44697908,11734344.43,9855531.833,1798827.333,61681025,147134418.3,308226.6667
2022/5/30 1:54,2876136.783,1367301.333,1654396.867,44774116.33,11685575.4,9793306.167,1753803.333,62017643.33,143749732.1,304605.3333
2022/5/30 1:55,2780726.55,1353261.333,1645484.1,44154116.33,11612939.53,9728864.833,1717361.333,61123101.67,144020795,303805.3333
2022/5/30 1:56,3004914.617,1339464,1639103.067,43901631.67,11562699.03,9662706.5,1734716.667,60736235,145663921.9,303968
2022/5/30 1:57,2932695.5,1334856,1637512.9,43618963.33,11496563.13,9638606.167,1729088.667,60405321.67,144201210.9,302604
2022/5/30 1:58,2601695.017,1322304,1634130.467,43241202.5,11402240.93,9570719.5,1688050,60150591.67,144142033,297129.3333
2022/5/30 1:59,2533771.8,1310882.667,1629305.133,43053058.33,11359728.6,9516364.833,1684405.333,59755441.67,143960264.8,296976
2022/5/30 2:00,5209375.733,1309709.333,1626621.433,44767301.5,11466409.93,9517560.5,1675408,62144075,143418295.4,305318.6667
2022/5/30 2:01,5672031.867,1317333.333,1615233.333,43382428.17,11309565.23,9431240.167,1644146,60604471.67,143017595.9,299314.6667
2022/5/30 2:02,6673464.467,1309592,1614739.833,42937960.5,11258547.47,9357423.333,1631004.667,59605303.33,145299878.1,298046.6667
2022/5/30 2:03,6360881.217,1295248,1612538.667,43980490.5,11381400.1,9374695.333,1631163.333,59183915,144695997.6,303141.3333
2022/5/30 2:04,6359679.317,1289802.667,1607744.667,42417610,11168040.4,9294217.333,1635116,58219630,143568033.1,302384
2022/5/30 2:05,7284938.033,1277880,1599966.167,42383768.33,11127471.23,9208307.833,1603966,58699386.67,143440833.3,303481.3333
2022/5/30 2:06,5945712.033,1275066.667,1591191.267,42276875.17,11037266.77,9153315.667,1606747.333,59091806.67,139505360.2,295388
2022/5/30 2:07,5082898.567,1259840,1589375.5,41942230.17,10991856,9114992,1623682.667,58556423.33,138261985,290422.6667
2022/5/30 2:08,4581353.233,1251602.667,1586557.067,43461984.5,10951085.1,9075090.167,1607867.333,61999361.67,139462527,289009.3333
2022/5/30 2:09,4424297.033,1242714.667,1578881.967,42348201,10891493.67,9021469.333,1592332,60000208.33,140277042.4,284845.3333
2022/5/30 2:10,3629619,1241096,1573000.7,42070063.83,10887654.8,8961057,1570296,59485871.67,155716026.1,285913.3333
2022/5/30 2:11,3610097.05,1232050.667,1566809.233,41579395.83,10792125.17,8922549.167,1574099.333,58942275,154342453,282096
2022/5/30 2:12,3152311.983,1225701.333,1566050.967,41681013.83,10757281.67,8879522.167,1544662,59199595,153384852.8,281336
2022/5/30 2:13,2698668.117,1216202.667,1563624.2,41548483.67,10455957.33,8825765.333,1534479.333,59127530,152095208.3,279496
2022/5/30 2:14,2608228.117,1202698.667,1555165.767,41098420.5,10683996.1,8803566.167,1562236.667,58114140,153140211.5,279582.6667
2022/5/30 2:15,3103964.267,1184389.333,1552684.167,41176401,10344119.8,8763097.667,1549254,58674385,148307654.8,277325.3333
2022/5/30 2:16,3235429.517,1174786.667,1545808.067,40521887.67,10284821.17,8693012.333,1520138.667,57427393.33,150006050.4,277369.3333
2022/5/30 2:17,2960136.9,1171002.667,1546511.5,40327703.67,10217307.92,8662392.5,1510987.333,57161580,151442720.5,276549.3333
2022/5/30 2:18,2847352.667,1161272,1544593.9,40721672.33,10187972.88,8636867,1520465.333,58168028.33,149826769.1,274590.6667
2022/5/30 2:19,2515295.067,1159944,1537590.9,38337147.17,10143387.9,8572046,1502088,52942096.67,149845973.9,273376
2022/5/30 2:20,4204849.133,1139610.667,1532602.633,38259182.17,10094988.27,8518130.5,1451748.667,53159668.33,144554275.3,271044
2022/5/30 2:21,5105780.283,1132200,1525450.8,37985416,10057490.52,8467595.167,1466794,52636325,130629998.1,273116
2022/5/30 2:22,6021634.033,1124933.333,1524629.867,37721461.33,10043425.62,8449691.333,1471624,52227676.67,132106526.4,270166.6667
2022/5/30 2:23,5417716.967,1117258.667,1521355.533,37698061.5,9978778.4,8408086.667,1452019.333,52257286.67,131099110.9,270162.6667
2022/5/30 2:24,5968446.983,1112088,1514841.333,37644736.33,9955847.25,8356171.5,1444599.333,51903833.33,131377223.5,268381.3333
2022/5/30 2:25,7050974.117,1089378.667,1510655.2,37254477.33,9737769.217,8320528.167,1472025.333,51818748.33,130850089.3,265921.3333
2022/5/30 2:26,5233689.417,1090258.667,1506857.6,37016211.33,9862081.25,8286264.667,1442270.667,51462366.67,128789128.8,265901.3333
2022/5/30 2:27,4302397.4,1086280,1506541.133,36899289.67,9694317.75,8249142.333,1432349.333,51185225,128908381.3,266105.3333
2022/5/30 2:28,3869076.75,1073120,1504957.233,36695082.33,9601073,8205367.333,1420444.667,50964515,129831367.7,263425.3333
2022/5/30 2:29,3783967.95,1063765.333,1498729.733,36624061.33,9586311.333,8176728,1440264,50735778.33,129441409.3,262660
2022/5/30 2:30,3698956.333,1053760,1497548.467,36837584.17,9565033,8120458,1392617.333,51332026.67,128664531.2,264629.3333
2022/5/30 2:31,3654827.167,1048445.333,1491905.333,37305405.17,9499002.167,8077677.5,1380129.333,52559721.67,128879416.5,263673.3333
2022/5/30 2:32,3742343.733,1041714.667,1487539.033,37911982.17,9456745.833,8054758.667,1399258,54425455,128123522.4,260281.3333
2022/5/30 2:33,2900230.317,1038530.667,1487310.3,37337045.83,9417974.5,8023770.5,1395828,53346101.67,131386207.2,256553.3333
2022/5/30 2:34,2435983.55,1032658.667,1482204.533,37957748.5,9387150.667,7978712,1369176.667,54371648.33,143276034.4,257109.3333
2022/5/30 2:35,2560701.5,1023181.333,1476772.9,37342248.67,9352300.667,7927734.667,1369190.667,53674250,139971065.9,254401.3333
2022/5/30 2:36,2706593.517,1011160,1471859.833,37606296.33,9327854.667,7897452,1399976.667,54343625,143187018.7,254728
2022/5/30 2:37,2494952.017,1005189.333,1469862.333,37074036.67,9290021.167,7861083.333,1384450.667,53187353.33,141588680,255538.6667
2022/5/30 2:38,2264022.6,998741.3333,1467360.367,37205766,9253425.833,7822895.667,1350160,53736643.33,139365304.8,252568
2022/5/30 2:39,2391747.283,990946.6667,1464440.1,37007428,9220930.333,7788261,1351317.333,53437883.33,138967560.5,250312
2022/5/30 2:40,4063494.983,983768,1459650.8,36933394.83,9173316.167,7761384,1346165.333,53631643.33,140464166.9,249973.3333
2022/5/30 2:41,5322096.5,972693.3333,1456033.367,36914753.5,9128399.333,7709415,1319103.333,53644686.67,138035648,248997.3333
2022/5/30 2:42,5778344.483,973896,1454408.733,37078784.83,9102545.167,7673536.5,1328105.333,54097820,138223406.6,248800
2022/5/30 2:43,5580550.617,966432,1452303.133,36385118.5,9055962.333,7663747.333,1350570.667,52643710,138959167,244836
2022/5/30 2:44,5796434.467,962200,1450330.7,36403263.83,9041659.667,7629333.667,1311641.333,52647560,136767579.9,245958.6667
2022/5/30 2:45,7282236.733,956616,1447924.3,35875401,9012153.333,7582841.5,1304725.333,51620695,139028299.5,245270.6667
2022/5/30 2:46,5680064.367,946522.6667,1442674.4,35771442.5,8942634.667,7542602.5,1301850.667,51803803.33,138571234,243093.3333
2022/5/30 2:47,5117969.85,942301.3333,1440054.933,36784104,8950752.167,7530240.667,1323182,54058071.67,138376774.9,243096
2022/5/30 2:48,4501696.617,933962.6667,1440167.733,35952436,8894677.667,7483598.333,1296129.333,52420503.33,139189841.9,242272
2022/5/30 2:49,3846655.167,931053.3333,1434151.733,35349770.17,8866658.833,7444880.833,1271242,51163431.67,137961268.8,241110.6667
2022/5/30 2:50,3684884.583,926992,1432599.167,35992958.17,8838104.5,7425665.167,1304436,52724035,133103965.6,241153.3333
2022/5/30 2:51,3435641.067,920733.3333,1425550.733,35328338.83,8795145.5,7384216.333,1286147.333,51375893.33,133149780,240844
2022/5/30 2:52,3093016.267,910389.3333,1428234.433,35965332,8763046.667,7365289.667,1255786,53049301.67,137218157.2,239350.6667
2022/5/30 2:53,2617375.25,908712,1426500.133,35361524.33,8725771.333,7317097.5,1258898.667,51926443.33,137182051.5,236256
2022/5/30 2:54,2649152.217,905362.6667,1421978.733,35158066.17,8721858.5,7314343.5,1284056.667,51212245,136907057.9,236280
2022/5/30 2:55,2541477.05,892794.6667,1417248.967,34792974,8675117,7244907,1230418,50835003.33,131408780.4,237234.6667
2022/5/30 2:56,2864595.767,892208,1413529.7,34573349.33,8648852,7214831.167,1214724,50412833.33,131325230,236880
2022/5/30 2:57,2907534.933,883650.6667,1411458.567,34453136.5,8615367.667,7194689,1242224.667,50272355,131665048.3,234282.6667
2022/5/30 2:58,2904734.467,880210.6667,1409821.4,34473229.67,8599027.833,7183539.833,1246396.667,50436458.33,128800998.7,234618.6667
2022/5/30 2:59,2662387,874802.6667,1407775.333,34007986.83,8538020.5,7132466.167,1211830.667,49550911.67,127956869.3,232328
2022/5/30 3:00,4860685.9,873346.6667,1413764.7,36636466.5,8705071,7174612,1212890,54407336.67,125836535.8,239108
2022/5/30 3:01,5888992.667,877346.6667,1376460.8,35064823.33,8690244.167,7121266,1227916.667,51511576.67,133902722.4,234601.3333
2022/5/30 3:02,6392848.583,874856,1374812.667,34507551.83,8613373,7070716.5,1189757.333,50172278.33,137670302.1,232382.6667
2022/5/30 3:03,5836475.983,873685.3333,1371532.067,36180410,8746976,7094967,1182150.667,51311481.67,137131781.6,242641.3333
2022/5/30 3:04,6090086.8,860373.3333,1366159.967,33180292,8545460.833,6995474.5,1183919.333,47358593.33,132953592.6,231169.3333
2022/5/30 3:05,7123522.467,854853.3333,1361170.133,31946409.33,8532050.667,6969606.167,1186868.667,45273655,136274923.5,229578.6667
2022/5/30 3:06,5573706.133,847378.6667,1357441.467,32487276.67,8462741.667,6911398.167,1161267.333,46557501.67,120350357.6,229845.3333
2022/5/30 3:07,4666836.883,845416,1356509.3,33539447.67,8382379.833,6863611.167,1147682.667,48970016.67,116242887.6,230117.3333
2022/5/30 3:08,4361465.033,835549.3333,1354607.367,33742492.5,8303726.5,6833671.333,1168491.333,49742256.67,117039349.3,226936
2022/5/30 3:09,4120864.883,836485.3333,1349177.3,33690598.5,8280881.333,6804615.5,1153352.667,49441233.33,132005036.3,227108
2022/5/30 3:10,3631427.8,830544,1347819,33593336,8251156.833,6765847,1133752.667,49496288.33,131576892.3,226721.3333
2022/5/30 3:11,3398679.667,826408,1344870.533,33853823.83,8208858,6732317.333,1124386.667,50209180,131224225.8,225440
2022/5/30 3:12,3215905.583,821165.3333,1343042.233,31189218.83,8205798,6724219.667,1149778,44276423.33,131450013.9,225705.3333
2022/5/30 3:13,2660820.167,814130.6667,1342291.8,31684268.17,8158277.333,6685193.333,1120392,45603868.33,131053496.5,222317.3333
2022/5/30 3:14,2429904.633,805045.3333,1337649.767,32828767.5,8125898,6652054.667,1107180.667,48013081.67,116320045.3,222309.3333
2022/5/30 3:15,3158866.9,809568,1338238.833,32882020.33,8130680.667,6647847.167,1130766,48384805,115357051.1,221876
2022/5/30 3:16,3477346.6,800554.6667,1332500.133,32797705.5,8111586.833,6617694.833,1121689.333,48465690,129322101.8,221282.6667
2022/5/30 3:17,3087169.4,794912,1331326.7,32332256,8062709,6584343.667,1090408.667,47548923.33,127035198.9,221317.3333
2022/5/30 3:18,2928240.933,792338.6667,1329583,33134412,8035271,6550017.833,1092630,49442411.67,128233740,218057.3333
2022/5/30 3:19,2814151.667,786290.6667,1326534.267,30509564.5,8032162.833,6513423.367,1128110.667,43536581.67,130409081.3,218746.6667
2022/5/30 3:20,4328079.583,784448,1322681.833,30695755.67,8008042.667,6510841.333,1085569.333,44042343.33,126180947.3,217942.6667
2022/5/30 3:21,5023333.117,774656,1318041.367,30335143,7959043,6471684.667,1079180.667,43540968.33,110980904.7,216796
2022/5/30 3:22,5970932.1,770602.6667,1317107.633,30211086.17,7959516.167,6448122.667,1091043.333,43195075,111416554.7,217941.3333
2022/5/30 3:23,5432625.683,765549.3333,1315674.133,30218402.17,7931293.333,6443920.833,1110461.333,43060861.67,112744635.5,216369.3333
2022/5/30 3:24,5936953.633,760429.3333,1312722.533,30399158,7917053,6406282.833,1072862,43203370,112349264.8,216193.3333
2022/5/30 3:25,6729799.067,753709.3333,1308982.9,30154573.17,7887671.333,6366245,1068260.667,43160156.67,111819589.2,215466.6667
2022/5/30 3:26,5463547.833,746533.3333,1304716.867,30183914.67,7848792.333,6344629.5,1086946,43361990,109978247.3,214585.3333
